sentence,group,step,stl_formula,label,cosine_sim
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < 0) and eventually[7,8](bcells(t) < bcells(3))",,0.738785
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < 0) and eventually[7,8](bcells(t) < bcells(0))",,0.734663
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,consolidated,"eventually[3,5]globally(d_bcells(t) < 0)",1,0.762227
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,consolidated,"eventually[7,8](bcells(t) < c(low))",1,0.640265
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,consolidated,"eventually[7,8](bcells(t) < bcells(0))",1,0.630803
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0) and globally[0,6](d_sarscov(t) > 0)",,0.644734
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0 and d_sarscov(t) > 0)",,0.651391
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0) and eventually[6,inf](d_sarscov(t) = 0)",,0.618531
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0)",,0.663616
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0 and d_sarscov(t) > 0)",,0.651391
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0) and eventually[5,6](d_sarscov(t) > 0)",,0.643986
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,raw,"eventually[5,6](d_sarscov2(t) = 0) and eventually[6, inf](d_sarscov(t) = 0)",,0.618531
"Within 5–6 days of symptom onset, SARS-CoV-2 viral load reaches its peak, which is much earlier than SARS-CoV.",1,consolidated,"eventually[5,6](d_sarscov2(t) = 0)",1,0.663616
